timestamp,frame,fps,command,position,orientation,left_velocity,right_velocity,detection_time,planning_time,path_length,distance_to_goal,occupancy_percent,traversability_score,static_objects,dynamic_objects
15.51981806755066,84,5.412430761003957,FORWARD,"(56, 55)",270,0.5,0.5,,0.05530381202697754,66,1.1661903789690604,8.347222222222223,0.7326163525307063,7,3
15.702012300491333,85,5.413315455381837,FORWARD,"(56, 54)",270,0.5,0.5,,0.05530381202697754,66,1.0816653826391973,8.340277777777779,0.7339136801679782,7,3
15.88338327407837,86,5.414460154452741,FORWARD,"(56, 53)",270,0.5,0.5,,0.05530381202697754,66,1.0000000000000009,8.319444444444445,0.7351907174710168,7,3
16.065975189208984,87,5.415167446963362,FORWARD,"(56, 52)",270,0.5,0.5,,0.05530381202697754,66,0.9219544457292893,8.305555555555555,0.7354031122065405,7,3
16.248058319091797,88,5.416028115260408,RIGHT,"(56, 52)",255,0.25,-0.25,,0.05530381202697754,66,0.9219544457292893,8.3125,0.736555796058997,7,3
16.432159185409546,89,5.41620487413977,RIGHT,"(56, 52)",240,0.25,-0.25,,0.05530381202697754,66,0.9219544457292893,8.229166666666666,0.7377855741613892,7,3
16.618107318878174,90,5.415775943389209,RIGHT,"(56, 52)",225,0.25,-0.25,,0.05530381202697754,66,0.9219544457292893,8.25,0.7384236721057917,7,3
16.79940629005432,91,5.416854565831506,FORWARD,"(55, 51)",225,0.5,0.5,,0.05530381202697754,66,0.7810249675906659,8.25,0.7394874673488117,7,3
16.980753183364868,92,5.417895474222702,LEFT,"(55, 51)",240,-0.25,0.25,,0.05530381202697754,66,0.7810249675906659,8.23611111111111,0.7412204209691771,7,3
17.154328107833862,93,5.421368807855927,LEFT,"(55, 51)",255,-0.25,0.25,,0.05530381202697754,66,0.7810249675906659,8.25,0.7404163810464236,7,3
17.33381199836731,94,5.422924038844633,LEFT,"(55, 51)",270,-0.25,0.25,,0.05530381202697754,66,0.7810249675906659,8.208333333333332,0.7391760744263671,7,3
17.51677417755127,95,5.4233695278718725,FORWARD,"(55, 50)",270,0.5,0.5,,0.05530381202697754,66,0.7071067811865476,8.215277777777779,0.7384878184272412,7,3
17.698633193969727,96,5.424144605203922,RIGHT,"(55, 50)",255,0.25,-0.25,,0.05530381202697754,66,0.7071067811865476,8.284722222222223,0.7369824753783296,7,3
17.880826234817505,97,5.424801924958502,RIGHT,"(55, 50)",240,0.25,-0.25,,0.05530381202697754,66,0.7071067811865476,8.243055555555557,0.7367947175888412,7,3
18.065494060516357,98,5.424703328050893,RIGHT,"(55, 50)",225,0.25,-0.25,,0.05530381202697754,66,0.7071067811865476,8.17361111111111,0.7369851140320111,7,3
18.24886727333069,99,5.424991275747182,FORWARD,"(54, 49)",225,0.5,0.5,,0.05530381202697754,66,0.5656854249492386,8.3125,0.7344863257157684,7,3
18.42826223373413,100,5.426444689532185,FORWARD,"(53, 48)",225,0.5,0.5,,0.05530381202697754,66,0.4242640687119295,8.229166666666666,0.7349156994277377,7,3
18.609670162200928,101,5.427282610440625,FORWARD,"(52, 47)",225,0.5,0.5,,0.05530381202697754,66,0.2828427124746193,8.222222222222223,0.7334805056608924,7,3
18.791744232177734,102,5.42791262272588,FORWARD,"(51, 46)",225,0.5,0.5,,0.05530381202697754,66,0.14142135623731025,8.222222222222223,0.7328818732003601,7,3
18.972999334335327,103,5.428764251769411,FORWARD,"(50, 45)",225,0.5,0.5,,0.05530381202697754,66,0.0,8.180555555555555,0.7329583195093489,7,3
19.156559228897095,104,5.4289470498255605,STOP,"(50, 45)",225,0.0,0.0,,0.05530381202697754,66,0.0,8.215277777777779,0.7310261838656243,7,3
